Linux 3.10.0-862.11.6.el7.x86_64 (rhel7-2.example.com) 	2018-09-30 	_x86_64_	(6 CPU)

12:00:01 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
04:40:01 PM       3      0.20      0.00      0.13      0.18      0.00      0.00      0.00      0.00      0.00     99.49
04:40:01 PM       4      0.17      0.00      0.15      0.04      0.00      0.00      0.00      0.00      0.00     99.64
04:40:01 PM       5      0.21      0.00      0.18      0.50      0.00      0.00      0.00      0.00      0.00     99.10
04:50:01 PM     all      0.24      0.00      0.18      0.17      0.00      0.00      0.00      0.00      0.00     99.41
04:50:01 PM       0      0.38      0.00      0.33      0.13      0.00      0.00      0.01      0.00      0.00     99.16
04:50:01 PM       1      0.17      0.00      0.21      0.04      0.00      0.00      0.00      0.00      0.00     99.58
04:50:01 PM       2      0.22      0.00      0.13      0.09      0.00      0.00      0.00      0.00      0.00     99.56
04:50:01 PM       3      0.20      0.00      0.14      0.24      0.00      0.00      0.00      0.00      0.00     99.42
04:50:01 PM       4      0.20      0.00      0.15      0.07      0.00      0.00      0.00      0.00      0.00     99.57
04:50:01 PM       5      0.25      0.00      0.13      0.43      0.00      0.00      0.00      0.00      0.00     99.19
05:00:01 PM     all      0.25      0.00      0.20      0.16      0.00      0.00      0.00      0.00      0.00     99.38
05:00:01 PM       0      0.35      0.00      0.35      0.06      0.00      0.00      0.00      0.00      0.00     99.24
05:00:01 PM       1      0.21      0.00      0.19      0.03      0.00      0.00      0.00      0.00      0.00     99.56
05:00:01 PM       2      0.22      0.00      0.17      0.09      0.00      0.00      0.00      0.00      0.00     99.51
05:00:01 PM       3      0.27      0.00      0.16      0.27      0.00      0.00      0.00      0.00      0.00     99.30
05:00:01 PM       4      0.23      0.00      0.22      0.12      0.00      0.00      0.00      0.00      0.00     99.42
05:00:01 PM       5      0.20      0.00      0.12      0.41      0.00      0.00      0.00      0.00      0.00     99.27
05:10:01 PM     all      0.28      0.00      0.22      0.18      0.00      0.00      0.00      0.00      0.00     99.32
05:10:01 PM       0      0.39      0.00      0.40      0.19      0.00      0.00      0.00      0.00      0.00     99.01
05:10:01 PM       1      0.24      0.00      0.25      0.09      0.00      0.00      0.00      0.00      0.00     99.43
05:10:01 PM       2      0.21      0.00      0.15      0.12      0.00      0.00      0.00      0.00      0.00     99.52
05:10:01 PM       3      0.31      0.00      0.14      0.20      0.00      0.00      0.00      0.00      0.00     99.35
05:10:01 PM       4      0.28      0.00      0.17      0.12      0.00      0.00      0.00      0.00      0.00     99.42
05:10:01 PM       5      0.25      0.00      0.20      0.38      0.00      0.00      0.00      0.00      0.00     99.17
05:20:02 PM     all      0.24      0.00      0.18      0.14      0.00      0.00      0.00      0.00      0.00     99.44
05:20:02 PM       0      0.40      0.00      0.37      0.06      0.00      0.00      0.00      0.00      0.00     99.17
05:20:02 PM       1      0.17      0.00      0.11      0.05      0.00      0.00      0.00      0.00      0.00     99.67
05:20:02 PM       2      0.25      0.00      0.15      0.12      0.00      0.00      0.00      0.00      0.00     99.48
05:20:02 PM       3      0.21      0.00      0.15      0.18      0.00      0.00      0.00      0.00      0.00     99.46
05:20:02 PM       4      0.19      0.00      0.19      0.07      0.00      0.00      0.00      0.00      0.00     99.54
05:20:02 PM       5      0.20      0.00      0.13      0.36      0.00      0.00      0.00      0.00      0.00     99.32
05:30:01 PM     all      0.26      0.00      0.24      0.19      0.00      0.00      0.00      0.00      0.00     99.31
05:30:01 PM       0      0.42      0.00      0.41      0.11      0.00      0.00      0.00      0.00      0.00     99.05
05:30:01 PM       1      0.19      0.00      0.15      0.06      0.00      0.00      0.00      0.00      0.00     99.59
05:30:01 PM       2      0.22      0.00      0.17      0.12      0.00      0.00      0.00      0.00      0.00     99.50
05:30:01 PM       3      0.26      0.00      0.21      0.19      0.00      0.00      0.00      0.00      0.00     99.34
05:30:01 PM       4      0.21      0.00      0.31      0.06      0.00      0.00      0.00      0.00      0.00     99.42
05:30:01 PM       5      0.24      0.00      0.19      0.61      0.00      0.00      0.00      0.00      0.00     98.96
05:40:01 PM     all      0.24      0.00      0.18      0.27      0.00      0.00      0.00      0.00      0.00     99.31
05:40:01 PM       0      0.38      0.00      0.36      0.34      0.00      0.00      0.00      0.00      0.00     98.91
05:40:01 PM       1      0.20      0.00      0.16      0.04      0.00      0.00      0.00      0.00      0.00     99.60
05:40:01 PM       2      0.19      0.00      0.12      0.07      0.00      0.00      0.00      0.00      0.00     99.61
05:40:01 PM       3      0.25      0.00      0.18      0.22      0.00      0.00      0.00      0.00      0.00     99.36
05:40:01 PM       4      0.18      0.00      0.10      0.00      0.00      0.00      0.00      0.00      0.00     99.72
05:40:01 PM       5      0.25      0.00      0.16      0.95      0.00      0.00      0.00      0.00      0.00     98.65
05:50:01 PM     all      0.27      0.00      0.20      0.29      0.00      0.00      0.00      0.00      0.00     99.23
05:50:01 PM       0      0.39      0.00      0.36      0.09      0.00      0.00      0.00      0.00      0.00     99.16
05:50:01 PM       1      0.21      0.00      0.20      0.24      0.00      0.00      0.00      0.00      0.00     99.35
05:50:01 PM       2      0.21      0.00      0.16      0.12      0.00      0.00      0.00      0.00      0.00     99.52
05:50:01 PM       3      0.28      0.00      0.15      0.21      0.00      0.00      0.00      0.00      0.00     99.36
05:50:01 PM       4      0.30      0.00      0.20      0.08      0.00      0.00      0.00      0.00      0.00     99.42
05:50:01 PM       5      0.24      0.00      0.15      1.03      0.00      0.00      0.00      0.00      0.00     98.58
06:00:02 PM     all      0.25      0.00      0.20      0.14      0.00      0.00      0.00      0.00      0.00     99.41
06:00:02 PM       0      0.40      0.00      0.37      0.06      0.00      0.00      0.00      0.00      0.00     99.17
06:00:02 PM       1      0.25      0.00      0.21      0.06      0.00      0.00      0.00      0.00      0.00     99.47
06:00:02 PM       2      0.17      0.00      0.19      0.10      0.00      0.00      0.00      0.00      0.00     99.54
06:00:02 PM       3      0.21      0.00      0.14      0.18      0.00      0.00      0.00      0.00      0.00     99.46
06:00:02 PM       4      0.20      0.00      0.16      0.02      0.00      0.00      0.00      0.00      0.00     99.62
06:00:02 PM       5      0.24      0.00      0.14      0.43      0.00      0.00      0.00      0.00      0.00     99.19
06:10:01 PM     all      0.25      0.00      0.19      0.21      0.00      0.00      0.00      0.00      0.00     99.34
06:10:01 PM       0      0.38      0.00      0.38      0.10      0.00      0.00      0.00      0.00      0.00     99.14
06:10:01 PM       1      0.23      0.00      0.18      0.11      0.00      0.00      0.00      0.00      0.00     99.48
06:10:01 PM       2      0.27      0.00      0.14      0.16      0.00      0.00      0.01      0.00      0.00     99.43
06:10:01 PM       3      0.21      0.00      0.12      0.28      0.00      0.00      0.00      0.00      0.00     99.38
06:10:01 PM       4      0.19      0.00      0.17      0.09      0.00      0.00      0.00      0.00      0.00     99.55
06:10:01 PM       5      0.25      0.00      0.15      0.52      0.00      0.00      0.00      0.00      0.00     99.09
06:20:01 PM     all      0.24      0.00      0.18      0.17      0.00      0.00      0.00      0.00      0.00     99.41
06:20:01 PM       0      0.37      0.00      0.34      0.15      0.00      0.00      0.00      0.00      0.00     99.14
06:20:01 PM       1      0.21      0.00      0.19      0.13      0.00      0.00      0.00      0.00      0.00     99.46
06:20:01 PM       2      0.20      0.00      0.11      0.03      0.00      0.00      0.00      0.00      0.00     99.66
06:20:01 PM       3      0.19      0.00      0.14      0.25      0.00      0.00      0.00      0.00      0.00     99.43
06:20:01 PM       4      0.25      0.00      0.11      0.02      0.00      0.00      0.01      0.00      0.00     99.62
06:20:01 PM       5      0.23      0.00      0.15      0.44      0.00      0.00      0.00      0.00      0.00     99.18

06:20:01 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
06:30:01 PM     all      0.25      0.00      0.24      0.14      0.00      0.00      0.00      0.00      0.00     99.37
06:30:01 PM       0      0.35      0.00      0.39      0.16      0.00      0.00      0.00      0.00      0.00     99.10
06:30:01 PM       1      0.22      0.00      0.24      0.14      0.00      0.00      0.00      0.00      0.00     99.40
06:30:01 PM       2      0.24      0.00      0.19      0.05      0.00      0.00      0.00      0.00      0.00     99.52
06:30:01 PM       3      0.25      0.00      0.16      0.20      0.00      0.00      0.00      0.00      0.00     99.39
06:30:01 PM       4      0.25      0.00      0.32      0.01      0.00      0.00      0.00      0.00      0.00     99.41
06:30:01 PM       5      0.17      0.00      0.15      0.28      0.00      0.00      0.00      0.00      0.00     99.40
06:40:01 PM     all      0.24      0.00      0.18      0.14      0.00      0.00      0.00      0.00      0.00     99.44
06:40:01 PM       0      0.33      0.00      0.33      0.13      0.00      0.00      0.00      0.00      0.00     99.22
06:40:01 PM       1      0.22      0.00      0.17      0.06      0.00      0.00      0.00      0.00      0.00     99.54
06:40:01 PM       2      0.19      0.00      0.14      0.10      0.00      0.00      0.00      0.00      0.00     99.57
06:40:01 PM       3      0.26      0.00      0.12      0.18      0.00      0.00      0.00      0.00      0.00     99.44
06:40:01 PM       4      0.19      0.00      0.18      0.03      0.00      0.00      0.00      0.00      0.00     99.60
06:40:01 PM       5      0.22      0.00      0.14      0.36      0.00      0.00      0.00      0.00      0.00     99.28
06:50:01 PM     all      0.26      0.00      0.20      0.13      0.00      0.00      0.00      0.00      0.00     99.41
06:50:01 PM       0      0.34      0.00      0.40      0.14      0.00      0.00      0.00      0.00      0.00     99.13
06:50:01 PM       1      0.30      0.00      0.18      0.06      0.00      0.00      0.00      0.00      0.00     99.45
06:50:01 PM       2      0.23      0.00      0.16      0.03      0.00      0.00      0.00      0.00      0.00     99.58
06:50:01 PM       3      0.24      0.00      0.17      0.20      0.00      0.00      0.00      0.00      0.00     99.40
06:50:01 PM       4      0.25      0.00      0.18      0.05      0.00      0.00      0.00      0.00      0.00     99.52
06:50:01 PM       5      0.19      0.00      0.13      0.30      0.00      0.00      0.00      0.00      0.00     99.38
07:00:01 PM     all      0.23      0.00      0.20      0.25      0.00      0.00      0.00      0.00      0.00     99.31
07:00:01 PM       0      0.36      0.00      0.45      0.48      0.00      0.00      0.00      0.00      0.00     98.71
07:00:01 PM       1      0.18      0.00      0.15      0.10      0.00      0.00      0.00      0.00      0.00     99.58
07:00:01 PM       2      0.22      0.00      0.14      0.06      0.00      0.00      0.00      0.00      0.00     99.57
07:00:01 PM       3      0.24      0.00      0.13      0.30      0.00      0.00      0.00      0.00      0.00     99.32
07:00:01 PM       4      0.23      0.00      0.18      0.15      0.00      0.00      0.00      0.00      0.00     99.44
07:00:01 PM       5      0.18      0.00      0.14      0.43      0.00      0.00      0.00      0.00      0.00     99.25
07:10:01 PM     all      0.25      0.00      0.19      0.16      0.00      0.00      0.00      0.00      0.00     99.40
07:10:01 PM       0      0.35      0.00      0.35      0.11      0.00      0.00      0.00      0.00      0.00     99.19
07:10:01 PM       1      0.29      0.00      0.16      0.11      0.00      0.00      0.00      0.00      0.00     99.44
07:10:01 PM       2      0.25      0.00      0.15      0.04      0.00      0.00      0.00      0.00      0.00     99.56
07:10:01 PM       3      0.23      0.00      0.18      0.18      0.00      0.00      0.00      0.00      0.00     99.40
07:10:01 PM       4      0.22      0.00      0.16      0.12      0.00      0.00      0.00      0.00      0.00     99.49
07:10:01 PM       5      0.18      0.00      0.12      0.42      0.00      0.00      0.00      0.00      0.00     99.28
07:20:01 PM     all      0.23      0.00      0.18      0.17      0.00      0.00      0.00      0.00      0.00     99.42
07:20:01 PM       0      0.34      0.00      0.34      0.19      0.00      0.00      0.00      0.00      0.00     99.13
07:20:01 PM       1      0.24      0.00      0.13      0.05      0.00      0.00      0.00      0.00      0.00     99.58
07:20:01 PM       2      0.17      0.00      0.11      0.02      0.00      0.00      0.00      0.00      0.00     99.70
07:20:01 PM       3      0.22      0.00      0.18      0.21      0.00      0.00      0.00      0.00      0.00     99.40
07:20:01 PM       4      0.19      0.00      0.14      0.06      0.00      0.00      0.00      0.00      0.00     99.60
07:20:01 PM       5      0.24      0.00      0.20      0.47      0.00      0.00      0.00      0.00      0.00     99.09
07:30:02 PM     all      0.25      0.00      0.24      0.23      0.00      0.00      0.00      0.00      0.00     99.28
07:30:02 PM       0      0.32      0.00      0.41      0.20      0.00      0.00      0.00      0.00      0.00     99.07
07:30:02 PM       1      0.22      0.00      0.18      0.33      0.00      0.00      0.00      0.00      0.00     99.27
07:30:02 PM       2      0.21      0.00      0.14      0.06      0.00      0.00      0.00      0.00      0.00     99.59
07:30:02 PM       3      0.21      0.00      0.15      0.19      0.00      0.00      0.00      0.00      0.00     99.44
07:30:02 PM       4      0.25      0.00      0.26      0.17      0.00      0.00      0.00      0.00      0.00     99.31
07:30:02 PM       5      0.30      0.00      0.27      0.45      0.00      0.00      0.00      0.00      0.00     98.98
07:40:01 PM     all      0.24      0.00      0.18      0.16      0.00      0.00      0.00      0.00      0.00     99.42
07:40:01 PM       0      0.36      0.00      0.33      0.12      0.00      0.00      0.00      0.00      0.00     99.20
07:40:01 PM       1      0.18      0.00      0.13      0.06      0.00      0.00      0.00      0.00      0.00     99.63
07:40:01 PM       2      0.28      0.00      0.15      0.09      0.00      0.00      0.00      0.00      0.00     99.48
07:40:01 PM       3      0.23      0.00      0.14      0.22      0.00      0.00      0.00      0.00      0.00     99.41
07:40:01 PM       4      0.19      0.00      0.13      0.01      0.00      0.00      0.00      0.00      0.00     99.67
07:40:01 PM       5      0.21      0.00      0.18      0.45      0.00      0.00      0.00      0.00      0.00     99.15
07:50:01 PM     all      0.27      0.00      0.20      0.18      0.00      0.00      0.00      0.00      0.00     99.35
07:50:01 PM       0      0.36      0.00      0.34      0.09      0.00      0.00      0.00      0.00      0.00     99.21
07:50:01 PM       1      0.24      0.00      0.22      0.17      0.00      0.00      0.00      0.00      0.00     99.37
07:50:01 PM       2      0.16      0.00      0.14      0.04      0.00      0.00      0.00      0.00      0.00     99.66
07:50:01 PM       3      0.24      0.00      0.13      0.21      0.00      0.00      0.00      0.00      0.00     99.42
07:50:01 PM       4      0.28      0.00      0.14      0.02      0.00      0.00      0.00      0.00      0.00     99.55
07:50:01 PM       5      0.31      0.00      0.26      0.54      0.00      0.00      0.00      0.00      0.00     98.89
08:00:01 PM     all      0.25      0.00      0.20      0.23      0.00      0.00      0.00      0.00      0.00     99.31
08:00:01 PM       0      0.34      0.00      0.33      0.14      0.00      0.00      0.00      0.00      0.00     99.18
08:00:01 PM       1      0.22      0.00      0.18      0.12      0.00      0.00      0.00      0.00      0.00     99.49
08:00:01 PM       2      0.23      0.00      0.21      0.06      0.00      0.00      0.00      0.00      0.00     99.51
08:00:01 PM       3      0.20      0.00      0.17      0.18      0.00      0.00      0.00      0.00      0.00     99.45
08:00:01 PM       4      0.23      0.00      0.18      0.33      0.00      0.00      0.00      0.00      0.00     99.25
08:00:01 PM       5      0.29      0.00      0.16      0.56      0.00      0.00      0.00      0.00      0.00     98.98
08:10:01 PM     all      0.44      0.00      0.85      0.41      0.00      0.00      0.01      0.00      0.00     98.28
08:10:01 PM       0      0.53      0.00      0.81      0.41      0.00      0.00      0.00      0.00      0.00     98.25
08:10:01 PM       1      0.45      0.00      0.67      0.19      0.00      0.00      0.00      0.00      0.00     98.69
08:10:01 PM       2      0.48      0.00      0.86      0.33      0.00      0.00      0.00      0.00      0.00     98.33
08:10:01 PM       3      0.54      0.00      1.04      1.04      0.00      0.00      0.00      0.00      0.00     97.38
08:10:01 PM       4      0.21      0.00      0.77      0.02      0.00      0.00      0.08      0.00      0.00     98.91
08:10:01 PM       5      0.45      0.00      0.96      0.49      0.00      0.00      0.00      0.00      0.00     98.10

08:10:01 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
08:20:01 PM     all      0.24      0.00      0.18      0.16      0.00      0.00      0.00      0.00      0.00     99.42
08:20:01 PM       0      0.33      0.00      0.38      0.14      0.00      0.00      0.00      0.00      0.00     99.14
08:20:01 PM       1      0.23      0.00      0.16      0.06      0.00      0.00      0.00      0.00      0.00     99.55
08:20:01 PM       2      0.22      0.00      0.14      0.12      0.00      0.00      0.00      0.00      0.00     99.52
08:20:01 PM       3      0.23      0.00      0.13      0.19      0.00      0.00      0.00      0.00      0.00     99.46
08:20:01 PM       4      0.20      0.00      0.17      0.07      0.00      0.00      0.00      0.00      0.00     99.56
08:20:01 PM       5      0.24      0.00      0.12      0.38      0.00      0.00      0.00      0.00      0.00     99.26
08:30:01 PM     all      0.26      0.00      0.24      0.17      0.00      0.00      0.00      0.00      0.00     99.34
08:30:01 PM       0      0.36      0.00      0.38      0.22      0.00      0.00      0.00      0.00      0.00     99.04
08:30:01 PM       1      0.30      0.00      0.27      0.04      0.00      0.00      0.00      0.00      0.00     99.39
08:30:01 PM       2      0.20      0.00      0.15      0.02      0.00      0.00      0.00      0.00      0.00     99.63
08:30:01 PM       3      0.24      0.00      0.18      0.31      0.00      0.00      0.00      0.00      0.00     99.27
08:30:01 PM       4      0.19      0.00      0.29      0.07      0.00      0.00      0.00      0.00      0.00     99.45
08:30:01 PM       5      0.25      0.00      0.19      0.33      0.00      0.00      0.00      0.00      0.00     99.24
08:40:01 PM     all      0.24      0.00      0.19      0.13      0.00      0.00      0.00      0.00      0.00     99.44
08:40:01 PM       0      0.29      0.00      0.35      0.12      0.00      0.00      0.00      0.00      0.00     99.24
08:40:01 PM       1      0.26      0.00      0.16      0.08      0.00      0.00      0.00      0.00      0.00     99.50
08:40:01 PM       2      0.20      0.00      0.11      0.03      0.00      0.00      0.00      0.00      0.00     99.66
08:40:01 PM       3      0.23      0.00      0.15      0.22      0.00      0.00      0.00      0.00      0.00     99.40
08:40:01 PM       4      0.31      0.00      0.19      0.08      0.00      0.00      0.00      0.00      0.00     99.42
08:40:01 PM       5      0.18      0.00      0.16      0.24      0.00      0.00      0.00      0.00      0.00     99.41
08:50:02 PM     all      0.26      0.00      0.20      0.13      0.00      0.00      0.00      0.00      0.00     99.40
08:50:02 PM       0      0.33      0.00      0.36      0.15      0.00      0.00      0.00      0.00      0.00     99.15
08:50:02 PM       1      0.26      0.00      0.21      0.05      0.00      0.00      0.00      0.00      0.00     99.47
08:50:02 PM       2      0.24      0.00      0.18      0.03      0.00      0.00      0.00      0.00      0.00     99.55
08:50:02 PM       3      0.18      0.00      0.12      0.20      0.00      0.00      0.00      0.00      0.00     99.50
08:50:02 PM       4      0.30      0.00      0.15      0.05      0.00      0.00      0.00      0.00      0.00     99.49
08:50:02 PM       5      0.24      0.00      0.18      0.33      0.00      0.00      0.00      0.00      0.00     99.24
09:00:01 PM     all      0.24      0.00      0.21      0.17      0.00      0.00      0.00      0.00      0.00     99.37
09:00:01 PM       0      0.35      0.00      0.38      0.24      0.00      0.00      0.00      0.00      0.00     99.03
09:00:01 PM       1      0.26      0.00      0.19      0.06      0.00      0.00      0.00      0.00      0.00     99.49
09:00:01 PM       2      0.20      0.00      0.25      0.13      0.00      0.00      0.00      0.00      0.00     99.41
09:00:01 PM       3      0.21      0.00      0.12      0.22      0.00      0.00      0.00      0.00      0.00     99.45
09:00:01 PM       4      0.18      0.00      0.14      0.10      0.00      0.00      0.00      0.00      0.00     99.58
09:00:01 PM       5      0.27      0.00      0.16      0.29      0.00      0.00      0.00      0.00      0.00     99.28
09:10:01 PM     all      0.26      0.00      0.20      0.17      0.00      0.00      0.00      0.00      0.00     99.37
09:10:01 PM       0      0.37      0.00      0.34      0.08      0.00      0.00      0.01      0.00      0.00     99.21
09:10:01 PM       1      0.31      0.00      0.15      0.11      0.00      0.00      0.00      0.00      0.00     99.43
09:10:01 PM       2      0.20      0.00      0.20      0.02      0.00      0.00      0.00      0.00      0.00     99.58
09:10:01 PM       3      0.24      0.00      0.17      0.26      0.00      0.00      0.00      0.00      0.00     99.33
09:10:01 PM       4      0.20      0.00      0.14      0.05      0.00      0.00      0.00      0.00      0.00     99.61
09:10:01 PM       5      0.26      0.00      0.18      0.48      0.00      0.00      0.00      0.00      0.00     99.08
09:20:01 PM     all      0.25      0.00      0.32      0.19      0.00      0.00      0.01      0.00      0.00     99.23
09:20:01 PM       0      0.32      0.00      0.40      0.12      0.00      0.00      0.00      0.00      0.00     99.15
09:20:01 PM       1      0.25      0.00      0.30      0.08      0.00      0.00      0.00      0.00      0.00     99.37
09:20:01 PM       2      0.21      0.00      0.36      0.05      0.00      0.00      0.00      0.00      0.00     99.37
09:20:01 PM       3      0.24      0.00      0.28      0.20      0.00      0.00      0.00      0.00      0.00     99.28
09:20:01 PM       4      0.21      0.00      0.26      0.01      0.00      0.00      0.02      0.00      0.00     99.50
09:20:01 PM       5      0.28      0.00      0.32      0.69      0.00      0.00      0.00      0.00      0.00     98.70
09:30:01 PM     all      0.28      0.00      0.53      0.21      0.00      0.00      0.01      0.00      0.00     98.97
09:30:01 PM       0      0.35      0.00      0.49      0.26      0.00      0.00      0.00      0.00      0.00     98.90
09:30:01 PM       1      0.25      0.00      0.42      0.08      0.00      0.00      0.00      0.00      0.00     99.25
09:30:01 PM       2      0.23      0.00      0.68      0.06      0.00      0.00      0.00      0.00      0.00     99.03
09:30:01 PM       3      0.28      0.00      0.52      0.23      0.00      0.00      0.00      0.00      0.00     98.97
09:30:01 PM       4      0.23      0.00      0.52      0.14      0.00      0.00      0.05      0.00      0.00     99.07
09:30:01 PM       5      0.34      0.00      0.54      0.50      0.00      0.00      0.01      0.00      0.00     98.62
09:40:01 PM     all      0.25      0.00      0.36      0.27      0.00      0.00      0.01      0.00      0.00     99.11
09:40:01 PM       0      0.32      0.00      0.41      0.22      0.00      0.00      0.00      0.00      0.00     99.05
09:40:01 PM       1      0.26      0.00      0.38      0.12      0.00      0.00      0.00      0.00      0.00     99.23
09:40:01 PM       2      0.27      0.00      0.33      0.14      0.00      0.00      0.00      0.00      0.00     99.26
09:40:01 PM       3      0.22      0.00      0.44      0.21      0.00      0.00      0.00      0.00      0.00     99.13
09:40:01 PM       4      0.18      0.00      0.36      0.03      0.00      0.00      0.03      0.00      0.00     99.40
09:40:01 PM       5      0.24      0.00      0.26      0.92      0.00      0.00      0.00      0.00      0.00     98.58
09:50:01 PM     all      0.29      0.00      0.50      0.20      0.00      0.00      0.01      0.00      0.00     99.02
09:50:01 PM       0      0.36      0.00      0.53      0.21      0.00      0.00      0.00      0.00      0.00     98.89
09:50:01 PM       1      0.27      0.00      0.36      0.15      0.00      0.00      0.00      0.00      0.00     99.22
09:50:01 PM       2      0.22      0.00      0.59      0.06      0.00      0.00      0.00      0.00      0.00     99.13
09:50:01 PM       3      0.28      0.00      0.82      0.24      0.00      0.00      0.00      0.00      0.00     98.65
09:50:01 PM       4      0.34      0.00      0.32      0.01      0.00      0.00      0.03      0.00      0.00     99.30
09:50:01 PM       5      0.24      0.00      0.36      0.50      0.00      0.00      0.00      0.00      0.00     98.90
10:00:01 PM     all      0.26      0.00      0.41      0.17      0.00      0.00      0.01      0.00      0.00     99.14
10:00:01 PM       0      0.38      0.00      0.47      0.15      0.00      0.00      0.00      0.00      0.00     99.00
10:00:01 PM       1      0.25      0.00      0.36      0.13      0.00      0.00      0.00      0.00      0.00     99.26
10:00:01 PM       2      0.22      0.00      0.40      0.12      0.00      0.00      0.00      0.00      0.00     99.27
10:00:01 PM       3      0.23      0.00      0.54      0.17      0.00      0.00      0.03      0.00      0.00     99.04
10:00:01 PM       4      0.26      0.00      0.30      0.01      0.00      0.00      0.02      0.00      0.00     99.41
10:00:01 PM       5      0.23      0.00      0.41      0.45      0.00      0.00      0.01      0.00      0.00     98.89

10:00:01 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
10:10:02 PM     all      0.26      0.00      0.20      0.13      0.00      0.00      0.00      0.00      0.00     99.41
10:10:02 PM       0      0.36      0.00      0.37      0.07      0.00      0.00      0.00      0.00      0.00     99.20
10:10:02 PM       1      0.23      0.00      0.24      0.07      0.00      0.00      0.00      0.00      0.00     99.46
10:10:02 PM       2      0.22      0.00      0.15      0.03      0.00      0.00      0.00      0.00      0.00     99.60
10:10:02 PM       3      0.23      0.00      0.15      0.20      0.00      0.00      0.00      0.00      0.00     99.42
10:10:02 PM       4      0.24      0.00      0.14      0.03      0.00      0.00      0.00      0.00      0.00     99.58
10:10:02 PM       5      0.27      0.00      0.14      0.40      0.00      0.00      0.00      0.00      0.00     99.18
10:20:01 PM     all      0.24      0.00      0.18      0.24      0.00      0.00      0.00      0.00      0.00     99.33
10:20:01 PM       0      0.40      0.00      0.40      0.38      0.00      0.00      0.00      0.00      0.00     98.81
10:20:01 PM       1      0.22      0.00      0.17      0.05      0.00      0.00      0.00      0.00      0.00     99.56
10:20:01 PM       2      0.23      0.00      0.16      0.30      0.00      0.00      0.00      0.00      0.00     99.32
10:20:01 PM       3      0.23      0.00      0.13      0.21      0.00      0.00      0.00      0.00      0.00     99.43
10:20:01 PM       4      0.17      0.00      0.12      0.06      0.00      0.00      0.00      0.00      0.00     99.65
10:20:01 PM       5      0.18      0.00      0.11      0.47      0.00      0.00      0.00      0.00      0.00     99.25
10:30:01 PM     all      0.25      0.00      0.24      0.20      0.00      0.00      0.00      0.00      0.00     99.31
10:30:01 PM       0      0.34      0.00      0.40      0.09      0.00      0.00      0.00      0.00      0.00     99.17
10:30:01 PM       1      0.34      0.00      0.22      0.10      0.00      0.00      0.00      0.00      0.00     99.34
10:30:01 PM       2      0.17      0.00      0.17      0.01      0.00      0.00      0.00      0.00      0.00     99.66
10:30:01 PM       3      0.18      0.00      0.20      0.31      0.00      0.00      0.00      0.00      0.00     99.31
10:30:01 PM       4      0.24      0.00      0.27      0.04      0.00      0.00      0.00      0.00      0.00     99.46
10:30:01 PM       5      0.25      0.00      0.18      0.67      0.00      0.00      0.00      0.00      0.00     98.89
10:40:01 PM     all      0.24      0.00      0.18      0.17      0.00      0.00      0.00      0.00      0.00     99.41
10:40:01 PM       0      0.35      0.00      0.34      0.10      0.00      0.00      0.00      0.00      0.00     99.21
10:40:01 PM       1      0.25      0.00      0.20      0.07      0.00      0.00      0.00      0.00      0.00     99.48
10:40:01 PM       2      0.20      0.00      0.12      0.10      0.00      0.00      0.00      0.00      0.00     99.58
10:40:01 PM       3      0.20      0.00      0.12      0.25      0.00      0.00      0.00      0.00      0.00     99.42
10:40:01 PM       4      0.19      0.00      0.14      0.06      0.00      0.00      0.00      0.00      0.00     99.61
10:40:01 PM       5      0.27      0.00      0.17      0.43      0.00      0.00      0.00      0.00      0.00     99.13
10:50:01 PM     all      0.26      0.00      0.20      0.16      0.00      0.00      0.00      0.00      0.00     99.37
10:50:01 PM       0      0.35      0.00      0.37      0.13      0.00      0.00      0.00      0.00      0.00     99.15
10:50:01 PM       1      0.24      0.00      0.22      0.14      0.00      0.00      0.00      0.00      0.00     99.40
10:50:01 PM       2      0.26      0.00      0.14      0.02      0.00      0.00      0.00      0.00      0.00     99.57
10:50:01 PM       3      0.27      0.00      0.15      0.19      0.00      0.00      0.00      0.00      0.00     99.39
10:50:01 PM       4      0.27      0.00      0.17      0.10      0.00      0.00      0.00      0.00      0.00     99.47
10:50:01 PM       5      0.18      0.00      0.16      0.40      0.00      0.00      0.00      0.00      0.00     99.26
11:00:02 PM     all      0.60      0.00      0.26      0.16      0.00      0.00      0.00      0.00      0.00     98.98
11:00:02 PM       0      0.45      0.00      0.43      0.17      0.00      0.00      0.00      0.00      0.00     98.95
11:00:02 PM       1      0.21      0.00      0.27      0.09      0.00      0.00      0.00      0.00      0.00     99.43
11:00:02 PM       2      0.24      0.00      0.22      0.06      0.00      0.00      0.00      0.00      0.00     99.49
11:00:02 PM       3      0.37      0.00      0.16      0.18      0.00      0.00      0.00      0.00      0.00     99.29
11:00:02 PM       4      0.92      0.00      0.23      0.14      0.00      0.00      0.00      0.00      0.00     98.71
